# DEPTH(m)    AC_TDR_CORRECTED(us/ft)    RHO_TDR_CORRECTED(kg/m3)
764.7941 134.045421 2146.255667
764.8941 137.822071 2128.663721
764.9941 143.188031 2105.553842
765.0941 148.998545 2081.267226
765.1942 153.405028 2059.714888
765.2941 156.447820 2043.636888
765.3941 157.778837 2034.137360
765.4941 156.311318 2034.137360
765.5941 155.064181 2034.137360
765.6942 153.585984 2035.542942
765.7941 151.390683 2039.902616
765.8941 149.655055 2043.547730
765.9941 149.123443 2044.076591
766.0941 148.978212 2044.076591
766.1942 149.053473 2044.076591
766.2941 150.058078 2041.822547
766.3941 150.573806 2041.822547
766.4941 151.310099 2041.822547
766.5941 151.859774 2043.114956
766.6942 150.715493 2050.567498
766.7941 148.317004 2063.050082
766.8941 144.743087 2080.754698
766.9941 140.241287 2103.451756
767.0941 135.255919 2130.142180
767.1942 130.015146 2158.470301
767.2941 125.416017 2184.527596
767.3941 122.507328 2203.626701
767.4941 123.658425 2203.626701
767.5941 124.663610 2203.626701
767.6942 127.251265 2195.677285
767.7941 132.186578 2176.840171
767.8941 137.329696 2157.304092
767.9941 141.697235 2141.139629
768.0941 144.582862 2130.773456
768.1942 144.712593 2130.773456
768.2941 144.696349 2130.773456
768.3941 143.427273 2135.139458
768.4941 141.242254 2142.645850
768.5941 139.543323 2147.698342
768.6942 138.943131 2147.698342
768.7941 138.197328 2147.698342
768.8941 139.320060 2139.554566
768.9941 141.487482 2126.906430
769.0941 144.439993 2111.121303
769.1942 147.725879 2094.174340
769.2941 150.756667 2078.267290
769.3941 153.324680 2065.326665
769.4941 155.060933 2056.741716
769.5941 154.556075 2055.927107
769.6942 153.897811 2055.927107
769.7941 153.334765 2055.927107
769.8941 151.698844 2059.777817
769.9941 150.303546 2063.176972
770.0941 149.455139 2065.085020
770.1942 149.271562 2065.085020
770.2941 149.182966 2065.085020
770.3941 149.584257 2063.761838
770.4941 150.162410 2062.169605
770.5941 150.906453 2060.347928
770.6942 151.875563 2058.105191
770.7941 153.105417 2055.330315
770.8941 154.556921 2052.160894
770.9941 156.105524 2049.009308
771.0941 157.595017 2046.375191
771.1942 158.895814 2044.663599
771.2941 159.750976 2044.663599
771.3941 160.179450 2044.663599
771.4941 159.820257 2046.138020
771.5941 158.953422 2049.215864
771.6942 157.486978 2054.234083
771.7941 155.346853 2061.510478
771.8941 152.604056 2070.923844
771.9941 149.523648 2081.693069
772.0941 146.580597 2092.214284
772.1942 144.361909 2100.310891
772.2941 144.370567 2100.310891
772.3941 144.367584 2100.310891
772.4941 146.546961 2092.375480
772.5941 150.211694 2079.356305
772.6942 154.468761 2064.702704
772.7941 158.518204 2051.186597
772.8941 161.652034 2040.951607
772.9941 162.998195 2036.486873
773.0941 162.913712 2036.486873
773.1942 162.817534 2036.486873
773.2941 161.088967 2041.597508
773.3941 159.043031 2047.842932
773.4941 157.056246 2054.034785
773.5941 155.406020 2059.238264
773.6942 154.298325 2062.726355
773.7941 154.250216 2062.726355
773.8941 154.211684 2062.726355
773.9941 155.447686 2058.527664
774.0941 157.504247 2051.728670
774.1942 160.159362 2043.162666
774.2941 163.036041 2034.112471
774.3941 165.711272 2025.902004
774.4941 167.797062 2019.648804
774.5941 168.471409 2017.714166
774.6942 168.509336 2017.714166
774.7941 168.556801 2017.714166
774.8941 167.251795 2021.803960
774.9941 165.717372 2026.664907
775.0941 164.347506 2031.105919
775.1942 163.445918 2034.177807
775.2941 163.555778 2034.177807
775.3941 163.656975 2034.177807
775.4941 163.817960 2033.953839
775.5941 164.477678 2032.144848
775.6942 165.186156 2030.155896
775.7941 165.862336 2028.237962
775.8941 166.426228 2026.634363
775.9941 166.809877 2025.548504
776.0941 167.009260 2024.988412
776.1942 167.091372 2024.748175
776.2941 167.114216 2024.650904
776.3941 167.092803 2024.650904
776.4941 167.059117 2024.650904
776.5941 166.955164 2024.827224
776.6942 166.774910 2025.198355
776.7941 166.542419 2025.691695
776.8941 166.308701 2026.152078
776.9941 166.211013 2026.164280
777.0941 166.173066 2026.164280
777.1942 166.169486 2026.164280
777.2941 166.274437 2025.831889
777.3941 166.410921 2025.402318
777.4941 166.597933 2024.818102
777.5941 166.820476 2024.125439
777.6942 167.031546 2023.467293
777.7941 167.025150 2023.467293
777.8941 167.018287 2023.467293
777.9941 166.942951 2023.673417
778.0941 166.517146 2024.942786
778.1942 165.902867 2026.790160
778.2941 165.177123 2028.986844
778.3941 164.459914 2031.167686
778.4941 163.881230 2032.928894
778.5941 163.760077 2033.273360
778.6942 163.749449 2033.273360
778.7941 163.738357 2033.273360
778.8941 164.144937 2031.915808
778.9941 164.593571 2030.306887
779.0941 165.010983 2028.820989
779.1942 165.293977 2027.778268
779.2941 165.245608 2027.778268
779.3941 165.205868 2027.778268
779.4941 165.056714 2028.139850
779.5941 164.754168 2028.999133
779.6942 164.435227 2029.937212
779.7941 164.093901 2030.973153
779.8941 163.674182 2032.281096
779.9941 163.099070 2034.103138
780.0941 162.299567 2036.662148
780.1942 161.240690 2040.082522
780.2941 159.940407 2044.328519
780.3941 158.471710 2049.190039
780.4941 156.974641 2054.230815
780.5941 155.662181 2058.752279
780.6942 155.000368 2061.184634
780.7941 155.118532 2061.184634
780.8941 155.266880 2061.184634
780.9941 156.551139 2057.370197
781.0941 158.280226 2052.086116
781.1942 160.217185 2046.147632
781.2941 162.086924 2040.452052
781.3941 163.613460 2035.852136
781.4941 163.964861 2034.897205
781.5941 163.993091 2034.897205
781.6942 164.004149 2034.897205
781.7941 162.575030 2039.357069
781.8941 160.627752 2045.465716
781.9941 158.431296 2052.421098
782.0941 156.260668 2059.354060
782.1942 154.355826 2065.454257
782.2941 152.905850 2070.040034
782.3941 152.796756 2070.040034
782.4941 152.670443 2070.040034
782.5941 152.708958 2069.422487
782.6942 153.927487 2064.739579
782.7941 155.394314 2059.201878
782.8941 156.796738 2054.002122
782.9941 157.841488 2050.081949
783.0941 158.038660 2048.983496
783.1942 157.914198 2048.983496
783.2941 157.808221 2048.983496
783.3941 156.999709 2051.316370
783.4941 156.133569 2053.910681
783.5941 155.433851 2056.035410
783.6942 155.401545 2056.035410
783.7941 155.387677 2056.035410
783.8941 155.519229 2055.618765
783.9941 156.215199 2053.417901
784.0941 156.998591 2051.004985
784.1942 157.678441 2048.999628
784.2941 157.915683 2048.486928
784.3941 158.012299 2048.486928
784.4941 158.127378 2048.486928
784.5941 157.764320 2050.069009
784.6942 157.156257 2052.121878
784.7941 156.494085 2054.240619
784.8941 155.926565 2056.074799
784.9941 155.494685 2057.485468
785.0941 155.126453 2058.706025
785.1942 154.603872 2060.457400
785.2941 153.647935 2063.678235
785.3941 152.074637 2069.025979
785.4941 149.904992 2076.511463
785.5941 147.366993 2085.446695
785.6942 144.786658 2094.746855
785.7941 142.477955 2103.275216
785.8941 140.662880 2110.148405
785.9941 139.443469 2114.895583
786.0941 138.797704 2117.526956
786.1942 138.561615 2118.627570
786.2941 138.476146 2119.173224
786.3941 138.252293 2120.266644
786.4941 137.665116 2122.777626
786.5941 136.612586 2127.128126
786.6942 135.175062 2133.244798
786.7941 133.754303 2140.553074
786.8941 132.312680 2148.119016
786.9941 131.059507 2154.848250
787.0941 130.227557 2159.719419
787.1942 130.516958 2159.719419
787.2941 130.760436 2159.719419
787.3941 131.124037 2159.023156
787.4941 132.232974 2155.030915
787.5941 133.420134 2150.565431
787.6942 134.625530 2145.885592
787.7941 135.940118 2140.633376
787.8941 137.534943 2134.153502
787.9941 139.562990 2125.908284
788.0941 142.090260 2115.750690
788.1942 145.109651 2103.845558
788.2941 148.558349 2090.570050
788.3941 152.307398 2076.508014
788.4941 156.125555 2062.522904
788.5941 159.694934 2049.651909
788.6942 162.591321 2039.142835
788.7941 163.926129 2033.580833
788.8941 163.474607 2033.580833
788.9941 163.087748 2033.580833
789.0941 160.649924 2040.142508
789.1942 157.846530 2048.126165
789.2941 155.548853 2054.754019
789.3941 155.336849 2054.754019
789.4941 155.168290 2054.754019
789.5941 155.211298 2054.204672
789.6942 155.983846 2051.423463
789.7941 155.946002 2051.423463
789.8941 155.951720 2051.423463
789.9941 154.753994 2055.490904
790.0941 153.300834 2060.590132
790.1942 152.201324 2064.712761
790.2941 152.381311 2064.712761
790.3941 152.604753 2064.712761
790.4941 154.165859 2060.397684
790.5941 156.241532 2054.583905
790.6942 158.419962 2048.660981
790.7941 160.328678 2043.786589
790.8941 161.342446 2041.537307
790.9941 161.597657 2041.537307
791.0941 161.824141 2041.537307
791.1942 160.424987 2046.628538
791.2941 157.731007 2055.917263
791.3941 153.684230 2069.890652
791.4941 148.571806 2088.012925
791.5941 143.112655 2108.138629
791.6942 138.223794 2126.937538
791.7941 134.749179 2140.769925
791.8941 134.745839 2140.769925
791.9941 134.713780 2140.769925
792.0941 135.453993 2137.564515
792.1942 138.516425 2125.179604
792.2941 142.195175 2110.724390
792.3941 146.030272 2096.078544
792.4941 149.580578 2082.822614
792.5941 152.448156 2072.201901
792.6942 154.319881 2065.078310
792.7941 154.592996 2063.287197
792.8941 154.329799 2063.287197
792.9941 154.114334 2063.287197
793.0941 153.085262 2066.092808
793.1942 152.028860 2069.086955
793.2941 151.012288 2072.044914
793.3941 149.966525 2075.202886
793.4941 148.806439 2078.859998
793.5941 147.537100 2083.011754
793.6942 146.269487 2087.279622
793.7941 145.158649 2091.112647
793.8941 144.355562 2093.954904
793.9941 144.368209 2093.954904
794.0941 144.403603 2093.954904
794.1942 144.580780 2093.527153
794.2941 145.436674 2090.752027
794.3941 146.430263 2087.587665
794.4941 147.352643 2084.777690
794.5941 147.501770 2084.777690
794.6942 147.673737 2084.777690
794.7941 147.817364 2084.957160
794.8941 147.221126 2087.803785
794.9941 146.428668 2090.884100
795.0941 145.767734 2093.300874
795.1942 145.780271 2093.300874
795.2941 145.791268 2093.300874
795.3941 146.469727 2090.905521
795.4941 147.547656 2087.102689
795.5941 148.629052 2083.316659
795.6942 148.978915 2082.108861
795.7941 148.982242 2082.108861
795.8941 148.984034 2082.108861
795.9941 148.043293 2085.411458
796.0941 147.036018 2088.971347
796.1942 146.313207 2091.537936
796.2941 146.113864 2092.235773
796.3941 146.102989 2092.253682
796.4941 146.028578 2092.493731
796.5941 145.601633 2093.994466
796.6942 144.402148 2098.292932
796.7941 142.629135 2104.741266
796.8941 140.660594 2112.017603
796.9941 139.003584 2118.223553
797.0941 138.978904 2118.223553
797.1942 138.954675 2118.223553
797.2941 139.831249 2114.816213
797.3941 142.005625 2106.608834
797.4941 144.501783 2097.399971
797.5941 146.915733 2088.690692
797.6942 148.990471 2081.350964
797.7941 150.622006 2075.670745
797.8941 151.874335 2071.366458
797.9941 152.907453 2067.855617
798.0941 153.843363 2064.709408
798.1942 154.694068 2061.879859
798.2941 155.435564 2059.440100
798.3941 156.120846 2057.208872
798.4941 156.899925 2054.691854
798.5941 157.916796 2051.426709
798.6942 159.183468 2047.392736
798.7941 160.497924 2043.254921
798.8941 161.278160 2040.853545
798.9941 161.319462 2040.853545
799.0941 161.682196 2040.853545
799.1942 160.856660 2044.909500
799.2941 159.598226 2050.230790
799.3941 158.338949 2055.448293
799.4941 157.403189 2059.483127
799.5941 156.911756 2061.896505
799.6942 157.004724 2062.192927
799.7941 157.132930 2062.192927
799.8941 157.207425 2062.192927
799.9941 157.228304 2062.192927
800.0941 157.195510 2062.192927
800.1942 156.741983 2063.417502
800.2941 155.976827 2065.511350
800.3941 155.783095 2065.511350
800.4941 155.535612 2065.511350
800.5941 155.788457 2063.654829
800.6942 157.718435 2056.084647
800.7941 160.610917 2045.388951
800.8941 163.930959 2033.468998
800.9941 167.015028 2022.577315
801.0941 169.282491 2014.544825
801.1942 169.645588 2012.342498
801.2941 169.297659 2012.342498
801.3941 168.983672 2012.342498
801.4941 167.158301 2016.923220
801.5941 165.049714 2022.513820
801.6942 162.987817 2028.142916
801.7941 161.225810 2033.025067
801.8941 159.892660 2036.727895
801.9941 159.018210 2039.123937
802.0941 158.563545 2040.313044
802.1942 158.519653 2040.313044
802.2941 158.509568 2040.313044
802.3941 158.516255 2040.366746
802.4941 158.573727 2040.366746
802.5941 158.446984 2041.056022
802.6942 158.040098 2042.743009
802.7941 157.320317 2045.507303
802.8941 155.903640 2049.535585
802.9941 154.010095 2054.776925
803.0941 151.980116 2060.689709
803.1942 150.127623 2066.244189
803.2941 149.108791 2069.195380
803.3941 149.009574 2069.195380
803.4941 148.955859 2069.195380
803.5941 150.437709 2064.176760
803.6942 152.568159 2057.228623
803.7941 154.939156 2049.765034
803.8941 157.098654 2043.251739
803.9941 158.059768 2040.755506
804.0941 158.279447 2040.755506
804.1942 158.544840 2040.755506
804.2941 156.606666 2047.929812
804.3941 153.383879 2059.612235
804.4941 149.020821 2075.698283
804.5941 143.813330 2095.634177
804.6942 138.211665 2118.238792
804.7941 132.854782 2141.316557
804.8941 128.524447 2162.038585
804.9941 125.638861 2177.661900
805.0941 124.899380 2183.888066
805.1942 125.496277 2183.888066
805.2941 126.015982 2183.888066
805.3941 128.391570 2175.392809
805.4941 131.206511 2164.862740
805.5941 134.003558 2154.338027
805.6942 136.449790 2145.174804
805.7941 138.438022 2137.720028
805.8941 140.066330 2131.503922
805.9941 141.620799 2125.365531
806.0941 143.445373 2117.991226
806.1942 145.760940 2108.622486
806.2941 148.509699 2097.603080
806.3941 151.398727 2086.099128
806.4941 154.013723 2075.581261
806.5941 155.988824 2067.217711
806.6942 157.091727 2061.656860
806.7941 156.805013 2060.503851
806.8941 156.094761 2060.503851
806.9941 155.376208 2060.503851
807.0941 154.456214 2062.936581
807.1942 153.573214 2065.702838
807.2941 152.600545 2068.812631
807.3941 151.472202 2072.498975
807.4941 150.151138 2076.904842
807.5941 148.704376 2081.818811
807.6942 147.270908 2086.766722
807.7941 145.968755 2091.327024
807.8941 144.824911 2095.388713
807.9941 143.792362 2099.107690
808.0941 142.835116 2102.606510
808.1942 142.006179 2105.683260
808.2941 141.571541 2107.339621
808.3941 141.590198 2107.339621
808.4941 141.615164 2107.339621
808.5941 142.162434 2105.428160
808.6942 142.200027 2105.428160
808.7941 142.243905 2105.428160
808.8941 142.260061 2105.553842
808.9941 141.362543 2109.095714
809.0941 140.269119 2113.450377
809.1942 139.302417 2117.500333
809.2941 138.677779 2120.262816
809.3941 138.766783 2120.262816
809.4941 138.845521 2120.262816
809.5941 139.376945 2118.494126
809.6942 140.016080 2116.285063
809.7941 140.571872 2114.362961
809.8941 141.012331 2112.844334
809.9941 141.039499 2112.844334
810.0941 141.056352 2112.844334
810.1942 141.049891 2112.893237
810.2941 140.305112 2115.690095
810.3941 139.054027 2120.400648
810.4941 137.291624 2127.108675
810.5941 135.125907 2135.480519
810.6942 132.836849 2144.477347
810.7941 130.816500 2152.513642
810.8941 129.799870 2156.457537
810.9941 129.723897 2156.457537
811.0941 129.637609 2156.457537
811.1942 131.142955 2149.834556
811.2941 132.971330 2141.976659
811.3941 133.426586 2139.931239
811.4941 133.398301 2139.931239
811.5941 133.371263 2139.931239
811.6942 130.663460 2150.820297
811.7941 127.044917 2165.857906
811.8941 123.336633 2181.838124
811.9941 120.469584 2194.589030
812.0941 120.448783 2194.589030
812.1942 120.429219 2194.589030
812.2941 122.904913 2183.391301
812.3941 127.588862 2163.035730
812.4941 133.594050 2138.290729
812.5941 140.211486 2112.596145
812.6942 146.629162 2089.088638
812.7941 152.070092 2070.141916
812.8941 155.962276 2057.093679
812.9941 157.789700 2051.092538
813.0941 157.781372 2051.092538
813.1942 157.774288 2051.092538
813.2941 156.471455 2055.320485
813.3941 155.142872 2059.681771
813.4941 154.076295 2063.197011
813.5941 153.278687 2065.484482
813.6942 153.139954 2065.484482
813.7941 153.019536 2065.484482
813.8941 153.224414 2064.454724
813.9941 153.937479 2061.793308
814.0941 154.829790 2058.616835
814.1942 155.719328 2055.533520
814.2941 156.443136 2053.072329
814.3941 156.749193 2052.040606
814.4941 156.756485 2052.040606
814.5941 156.782021 2052.040606
814.6942 156.296831 2053.763764
814.7941 155.562863 2056.370343
814.8941 154.675101 2059.562573
814.9941 153.790618 2062.829786
815.0941 153.097380 2065.541579
815.1942 152.732460 2067.224456
815.2941 152.885719 2067.224456
815.3941 153.057136 2067.224456
815.4941 153.218623 2067.615865
815.5941 153.908095 2067.615865
815.6942 154.470126 2067.994129
815.7941 154.278593 2070.665304
815.8941 153.286575 2075.835998
815.9941 151.442616 2083.783211
816.0941 148.918432 2094.048420
816.1942 146.051139 2105.553842
816.2941 143.237477 2116.884666
816.3941 140.836522 2126.618786
816.4941 139.120434 2133.560650
816.5941 139.099119 2133.560650
816.6942 139.000504 2133.560650
816.7941 139.235712 2131.940443
816.8941 141.142821 2123.525339
816.9941 143.995602 2111.421108
817.0941 147.611158 2096.602996
817.1942 151.651220 2080.538718
817.2941 155.657298 2064.927356
817.3941 159.128470 2051.368291
817.4941 161.603122 2041.141472
817.5941 162.651480 2034.884737
817.6942 161.632635 2034.813054
817.7941 160.707353 2034.813054
817.8941 159.898518 2034.813054
817.9941 158.229282 2037.866064
818.0941 156.529088 2041.407431
818.1942 154.888744 2045.158744
818.2941 153.389673 2048.864136
818.3941 152.100759 2052.297481
818.4941 151.053734 2055.346698
818.5941 150.217751 2058.105191
818.6942 149.541909 2060.736187
818.7941 149.026049 2063.237091
818.8941 148.741056 2065.366953
818.9941 148.721242 2067.005295
819.0941 148.809470 2068.677230
819.1942 148.703129 2071.414152
819.2941 148.104480 2076.259759
819.3941 146.917408 2083.625297
819.4941 145.414208 2092.669376
819.5941 143.920556 2101.257642
819.6942 142.983893 2107.035282
819.7941 143.027883 2108.968971
819.8941 143.479592 2109.136727
819.9941 143.761539 2109.688930
820.0941 142.799453 2114.665075
820.1942 140.172460 2125.853978
820.2941 136.130287 2142.750757
820.3941 131.627001 2162.000604
820.4941 129.008785 2173.603354
820.5941 129.036536 2173.603354
820.6942 128.997213 2173.603354
820.7941 134.227877 2151.067086
820.8941 141.680595 2120.787583
820.9941 149.835216 2089.778836
821.0941 157.101805 2063.648142
